"PolicyNumber","FraudFound","Make","AccidentArea","Sex","MaritalStatus","AgeOfPolicyHolder","Fault","VehicleCategory","VehiclePrice","PoliceReportFiled","WitnessPresent","AddressChange.Claim","NumberOfCars"
8622,0,"Pontiac","Urban","Female","Married","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8627,0,"Chevrolet","Rural","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8630,1,"Chevrolet","Urban","Male","Married","over 65","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8632,0,"Chevrolet","Urban","Male","Married","over 65","Policy Holder","Sedan","30,000 to 39,000","No","No","4 to 8 years","2 vehicles"
8635,1,"Pontiac","Rural","Male","Married","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
8637,0,"Ford","Urban","Male","Married","36 to 40","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
8642,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8647,0,"VW","Rural","Male","Married","41 to 50","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
8649,1,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
8652,0,"Pontiac","Urban","Male","Single","41 to 50","Policy Holder","Sport","30,000 to 39,000","No","No","no change","3 to 4"
8657,0,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8662,0,"Honda","Urban","Female","Single","31 to 35","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8666,1,"Accura","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8667,0,"Chevrolet","Urban","Female","Single","31 to 35","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8672,0,"Pontiac","Urban","Male","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8677,0,"Chevrolet","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8680,1,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
8682,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8687,0,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8692,1,"Accura","Urban","Male","Single","36 to 40","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
8694,1,"Toyota","Urban","Female","Married","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8697,0,"Chevrolet","Urban","Male","Married","31 to 35","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
8702,0,"Mazda","Urban","Male","Married","31 to 35","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
8703,1,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8704,1,"Saab","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8707,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8712,0,"Toyota","Urban","Female","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8715,1,"Toyota","Urban","Male","Single","26 to 30","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8717,0,"Chevrolet","Urban","Male","Married","51 to 65","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8722,0,"Pontiac","Urban","Male","Single","51 to 65","Policy Holder","Utility","40,000 to 59,000","No","No","2 to 3 years","1 vehicle"
8727,0,"Chevrolet","Urban","Female","Married","41 to 50","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
8732,0,"Mazda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8737,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","1 year","2 vehicles"
8742,0,"Honda","Urban","Female","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8747,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8748,1,"Toyota","Urban","Female","Married","36 to 40","Policy Holder","Sedan","less than 20,000","Yes","No","no change","1 vehicle"
8752,0,"Toyota","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8757,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8762,0,"Mazda","Rural","Female","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8767,0,"Honda","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8770,1,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
8772,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8777,0,"Toyota","Urban","Female","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8782,0,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8785,1,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
8787,0,"Honda","Urban","Female","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8792,0,"Ford","Urban","Male","Married","51 to 65","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8797,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8802,0,"Mazda","Urban","Female","Single","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8807,0,"Pontiac","Urban","Male","Married","51 to 65","Policy Holder","Sport","less than 20,000","No","No","no change","1 vehicle"
8812,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
8817,0,"Mazda","Urban","Male","Married","31 to 35","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
8822,0,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","Yes","No","no change","1 vehicle"
8827,0,"Toyota","Urban","Male","Married","41 to 50","Third Party","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
8831,1,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8832,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8837,0,"Toyota","Urban","Female","Married","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8842,0,"Toyota","Urban","Male","Married","41 to 50","Third Party","Sedan","less than 20,000","No","No","4 to 8 years","2 vehicles"
8846,1,"Pontiac","Urban","Male","Single","26 to 30","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8847,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
8852,0,"Honda","Urban","Male","Married","36 to 40","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8855,1,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8857,0,"Pontiac","Urban","Male","Married","51 to 65","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","3 to 4"
8862,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8867,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8872,0,"Honda","Urban","Female","Married","36 to 40","Policy Holder","Sedan","40,000 to 59,000","No","No","no change","1 vehicle"
8874,1,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8876,1,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
8877,0,"Honda","Urban","Female","Single","21 to 25","Policy Holder","Sedan","20,000 to 29,000","Yes","No","no change","1 vehicle"
8878,1,"Pontiac","Rural","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8882,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8887,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8892,0,"Honda","Rural","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8897,0,"Chevrolet","Urban","Male","Married","36 to 40","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
8902,0,"Pontiac","Urban","Male","Married","51 to 65","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8907,0,"Chevrolet","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8912,0,"Ford","Urban","Male","Married","41 to 50","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
8917,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8922,0,"Toyota","Urban","Male","Single","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
8927,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8932,0,"Mazda","Urban","Female","Married","41 to 50","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
8937,0,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
8942,0,"Chevrolet","Urban","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8947,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
8952,0,"Pontiac","Urban","Female","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8957,0,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
8960,1,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
8962,0,"Pontiac","Urban","Male","Married","51 to 65","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8964,1,"Honda","Urban","Male","Married","51 to 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8967,0,"Chevrolet","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
8972,0,"Toyota","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8977,0,"Chevrolet","Urban","Male","Married","51 to 65","Policy Holder","Sport","20,000 to 29,000","No","No","2 to 3 years","1 vehicle"
8982,0,"Chevrolet","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
8987,0,"Mazda","Urban","Female","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8992,0,"Toyota","Urban","Female","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
8997,0,"Honda","Urban","Male","Single","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9002,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9007,1,"Pontiac","Rural","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9012,0,"Pontiac","Rural","Male","Married","36 to 40","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9017,0,"Honda","Urban","Female","Single","41 to 50","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
9022,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9027,0,"Pontiac","Urban","Male","Single","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9032,0,"Honda","Urban","Male","Single","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9037,0,"Chevrolet","Urban","Male","Married","36 to 40","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
9038,1,"Honda","Urban","Male","Single","26 to 30","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
9042,0,"Dodge","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9047,0,"Honda","Urban","Male","Single","26 to 30","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9051,1,"Honda","Urban","Female","Married","31 to 35","Policy Holder","Sedan","more than 69,000","Yes","No","no change","1 vehicle"
9052,0,"Mazda","Urban","Male","Married","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
9056,1,"Pontiac","Urban","Female","Married","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
9057,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9062,0,"Dodge","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","3 to 4"
9067,0,"Pontiac","Urban","Male","Married","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9071,1,"Toyota","Urban","Male","Single","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9072,0,"Toyota","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9077,0,"Mazda","Urban","Male","Married","41 to 50","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
9082,0,"Pontiac","Urban","Male","Single","26 to 30","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9087,0,"Mazda","Urban","Male","Married","over 65","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9088,1,"Mazda","Urban","Female","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9092,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9097,0,"Toyota","Urban","Male","Single","26 to 30","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
9102,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
9107,1,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9111,1,"Toyota","Rural","Male","Married","31 to 35","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
9112,0,"Honda","Urban","Male","Single","16 to 17","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
9117,0,"Pontiac","Urban","Male","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9122,0,"VW","Urban","Male","Single","41 to 50","Policy Holder","Sedan","60,000 to 69,000","No","No","no change","1 vehicle"
9127,0,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
9128,1,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","40,000 to 59,000","No","No","no change","1 vehicle"
9132,0,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
